Age,Gender,Height,Weight,CALC,FAVC,FCVC,NCP,SCC,SMOKE,CH2O,family_history_with_overweight,FAF,TUE,CAEC,MTRANS,NObeyesdad
18,1,1.7,50.0,1,1,1.0816,3.520555,0,0,1.016968,0,0.651412,1.0,2,0,4
20,1,1.7,49.68,1,1,1.270448,3.731212,0,0,1.876915,0,2.0,1.0,2,0,4
18,1,1.74,50.0,1,1,1.344854,4.0,0,0,1.0,0,2.0,1.0,2,0,4
20,1,1.59,42.37,1,0,2.959658,3.0,0,0,1.0,0,1.522399,0.0,2,0,4
20,1,1.53,42.0,1,0,2.725282,1.259803,0,0,1.0,0,1.37467,0.0,2,0,4
19,1,1.53,42.0,1,0,2.844607,1.273128,0,0,1.69551,0,0.260079,0.635867,2,0,4
17,0,1.85,59.41,0,1,2.44004,3.0,0,0,2.0,1,2.784471,1.0,1,2,4
17,0,1.82,59.3,0,1,2.432302,3.0,0,0,2.0,1,2.349495,1.0,1,2,4
19,0,1.86,59.26,0,1,2.592247,3.304123,0,0,2.036764,1,2.038653,1.119877,1,2,4
23,1,1.72,50.0,0,1,2.449267,3.647154,0,0,1.266018,1,0.866045,0.097234,2,0,4
22,1,1.68,49.95,0,1,2.929889,3.0,0,0,2.792074,1,0.630944,1.366355,2,0,4
23,1,1.72,51.07,0,1,2.0,3.0,0,0,1.426874,1,2.20208,2.0,2,0,4
17,1,1.71,50.0,1,1,2.015258,3.300666,0,0,1.315608,0,0.069802,1.0,1,0,4
18,1,1.7,50.0,1,1,1.031149,3.0,0,0,1.963628,0,0.028202,1.0,1,0,4
18,1,1.7,50.0,1,1,1.592183,3.535016,0,0,1.086391,0,0.618913,1.0,1,0,4
19,1,1.57,39.85,1,1,1.21498,1.717608,0,0,1.179942,0,0.684739,2.0,1,0,4
20,1,1.53,39.37,1,1,1.522001,3.0,0,0,1.98126,0,2.306844,0.720454,1,0,4
20,1,1.53,40.34,1,1,2.703436,2.884479,0,0,1.439962,0,0.144627,0.322307,1,0,4
20,0,1.77,56.31,0,1,2.362918,4.0,0,0,2.358172,1,2.0,0.939819,1,2,4
18,0,1.88,60.0,0,1,3.0,3.626815,0,0,2.0,1,2.011519,0.456462,1,2,4
18,0,1.82,58.62,0,1,2.14084,4.0,0,0,2.931438,1,2.0,1.164457,1,2,4
18,0,1.84,60.0,0,1,3.0,4.0,0,0,2.0,1,2.0,0.0,1,2,4
17,0,1.82,58.33,0,1,2.5596,4.0,0,0,2.0,1,2.0,0.331483,1,2,4
17,0,1.8,59.61,0,1,2.336044,4.0,0,0,2.0,1,2.0,0.133005,1,2,4
18,0,1.71,50.93,1,1,2.0,3.0,0,0,2.0,1,0.0,1.593704,1,0,4
18,0,1.71,51.12,1,1,2.0,3.0,0,0,2.0,1,0.0,1.329237,1,0,4
18,0,1.72,51.15,1,1,1.813234,3.0,0,0,1.274815,1,0.520407,1.673584,1,0,4
19,1,1.56,44.19,1,0,2.724285,3.0,1,0,1.0,0,1.070331,0.0,2,0,4
19,1,1.6,45.0,1,0,3.0,3.0,1,0,1.28246,0,1.60195,0.0,2,0,4
20,1,1.6,45.0,1,0,3.0,3.0,1,0,2.875583,0,1.258504,0.0,2,0,4
19,1,1.54,42.0,1,1,3.0,1.0,0,0,1.387531,0,0.0,0.466169,2,0,4
19,1,1.54,42.0,1,1,2.71897,1.473088,0,0,1.164644,0,1.235675,0.930926,2,0,4
19,1,1.52,42.0,1,1,3.0,1.0,0,0,1.848703,0,0.0,0.744555,2,0,4
18,0,1.72,51.73,1,1,1.133844,3.0,0,0,1.325326,1,0.227985,1.708309,1,0,4
18,0,1.75,54.12,1,1,2.0,3.16645,0,0,2.278578,1,1.838881,2.0,1,0,4
18,0,1.7,50.16,1,1,1.757466,3.0,0,0,1.153559,1,0.833976,1.616045,1,0,4
20,0,1.75,55.0,0,1,2.0,3.494849,0,0,2.976672,1,1.94907,2.0,1,0,4
22,1,1.67,49.98,0,1,2.979383,3.0,0,0,2.975887,1,0.945093,1.241755,2,0,4
22,1,1.59,44.05,0,0,3.0,2.99321,0,0,2.702783,0,1.967234,0.0,2,0,4
23,1,1.58,44.38,0,0,2.204914,2.127797,0,0,2.120292,0,0.995735,0.0,2,0,4
19,1,1.6,45.0,1,0,3.0,3.0,1,0,2.949419,0,1.295697,0.0,2,0,4
21,1,1.55,41.56,1,1,2.927218,1.0,0,0,1.0,0,0.0,0.276592,2,0,4
20,1,1.53,41.97,1,1,2.88853,1.0,0,0,1.0,0,0.0,0.196224,2,0,4
21,1,1.73,49.82,0,0,2.890535,3.90779,0,0,1.109115,1,1.548953,0.555468,2,0,4
20,0,1.87,63.2,1,1,3.0,3.699594,0,0,2.825629,1,1.699592,0.071028,1,2,4
21,1,1.69,51.26,0,1,3.0,3.179995,0,0,1.910378,1,0.480614,0.625079,2,0,4
18,1,1.59,40.2,1,1,2.0,1.075553,0,0,1.0,0,0.127425,1.679442,1,0,4
20,1,1.65,49.03,1,0,2.530066,3.0,0,0,1.965237,0,2.0,1.0,1,0,4
23,1,1.74,53.66,0,1,2.241606,3.0,0,0,1.846626,1,2.460238,0.814518,2,0,4
18,1,1.7,50.0,1,1,1.003566,3.238258,0,0,1.014634,0,0.783676,1.0,2,0,4
35,1,1.69,50.0,0,1,2.652779,3.804944,0,0,1.60114,1,0.174692,0.096982,2,0,4
16,0,1.69,50.0,1,1,2.0,1.630846,0,0,2.975528,0,0.548991,0.369134,1,0,4
18,0,1.79,51.55,1,1,2.897899,3.0,0,0,1.835545,0,1.162519,1.0,1,0,4
17,0,1.81,58.83,0,1,2.483979,3.762778,0,0,2.0,1,2.0,0.930051,1,2,4
17,1,1.83,43.53,1,1,2.945967,3.0,0,0,2.953192,0,2.830911,1.466667,1,0,4
17,0,1.78,56.03,0,1,2.0,4.0,0,0,2.28525,1,2.0,1.162801,1,2,4
23,1,1.75,55.97,0,1,2.478891,3.371832,0,0,2.004126,1,2.0,0.327376,2,0,4
18,1,1.79,50.0,1,1,2.784464,4.0,0,0,1.0,0,2.0,1.0,1,0,4
19,1,1.71,50.0,1,1,1.005578,4.0,0,0,1.0,0,1.683957,0.704978,2,0,4
19,1,1.54,42.01,1,0,2.938031,2.705445,1,0,1.333807,0,1.877369,0.370973,2,0,4
17,0,1.9,59.9,0,1,2.842102,3.34175,0,0,2.0,1,2.511157,0.560351,1,2,4
23,1,1.71,50.08,0,1,2.0,3.0,0,0,2.685842,1,0.373186,2.0,2,0,4
18,1,1.7,50.63,1,1,2.0,3.0,0,0,2.0,0,0.0,1.525597,1,0,4
19,1,1.56,39.7,1,1,1.889199,2.217651,0,0,2.013605,0,2.075293,1.683261,1,0,4
18,0,1.85,60.0,0,1,3.0,4.0,0,0,2.0,1,2.0,0.0,1,2,4
17,0,1.83,59.99,0,1,2.943749,4.0,0,0,2.0,1,2.0,0.128895,1,2,4
18,0,1.72,52.51,1,1,2.33998,3.0,0,0,2.0,1,0.027433,1.884138,1,0,4
20,1,1.61,44.66,1,0,3.0,2.893778,1,0,1.0,0,0.769726,0.0,2,0,4
19,1,1.53,42.0,1,1,3.0,1.0,0,0,1.954889,0,0.0,0.907868,2,0,4
18,0,1.72,52.06,1,1,1.950742,3.0,0,0,1.751723,1,0.201136,1.743319,1,0,4
20,0,1.76,54.98,0,1,2.277436,3.502604,0,0,2.891713,1,1.696294,1.894902,1,0,4
18,0,1.77,55.7,0,1,2.0,4.0,0,0,2.369627,1,2.0,1.612466,1,2,4
21,1,1.77,56.27,0,1,2.371338,3.998766,0,0,2.263466,1,2.0,0.844004,2,0,4
22,1,1.7,51.44,0,1,2.984425,3.0,0,0,2.044694,1,2.008256,1.250871,2,0,4
21,1,1.67,49.8,0,1,2.977018,3.193671,0,0,2.482933,1,2.0,1.0,2,0,4
23,1,1.72,51.88,0,1,2.663421,3.0,0,0,1.04111,1,0.794402,1.391948,2,0,4
22,1,1.59,44.24,0,0,3.0,1.69608,0,0,2.550307,0,1.098862,0.0,2,0,4
23,1,1.6,42.99,0,0,2.753752,2.812377,0,0,2.346647,0,1.612248,0.0,2,0,4
22,1,1.59,44.01,0,0,3.0,1.612747,0,0,2.566629,0,1.190465,0.0,2,0,4
21,1,1.56,42.36,0,0,2.318355,1.082304,0,0,1.220365,0,0.033328,0.0,2,0,4
23,1,1.6,44.59,0,0,2.594653,1.882158,0,0,1.916812,0,0.417119,0.0,2,0,4
22,1,1.6,44.92,0,0,2.886157,2.326233,0,0,2.306821,0,1.42237,0.0,2,0,4
19,1,1.63,45.0,1,1,3.0,3.0,1,0,2.924594,0,1.352558,0.220087,1,0,4
19,1,1.56,42.13,0,1,3.0,1.989398,0,0,2.241607,0,0.206025,0.284453,1,0,4
19,1,1.55,42.07,0,1,3.0,1.735493,0,0,2.318736,0,1.193486,0.74568,1,0,4
20,1,1.57,41.71,1,1,2.967853,1.0,0,0,1.131185,0,0.0,0.504176,2,0,4
21,1,1.52,42.0,1,1,3.0,1.0,0,0,1.0,0,0.0,0.0,2,0,4
20,1,1.6,44.81,1,0,3.0,2.974568,1,0,1.145761,0,0.87967,0.0,2,0,4
20,1,1.56,41.95,1,1,2.619835,1.0,0,0,1.198883,0,0.0,0.751212,2,0,4
21,1,1.52,42.0,1,1,3.0,1.0,0,0,1.185062,0,0.0,0.076654,2,0,4
21,1,1.52,42.0,1,1,3.0,1.0,0,0,1.0,0,0.0,0.0,2,0,4
22,1,1.69,51.11,0,1,3.0,3.715118,0,0,1.774576,1,0.10297,0.646423,2,0,4
21,1,1.74,50.48,0,1,3.0,3.489918,0,0,1.326694,1,0.791929,0.128394,2,0,4
19,1,1.73,50.0,1,1,1.053534,3.378859,0,0,1.0,0,1.853425,0.861809,1,0,4
22,0,1.87,61.41,1,1,3.0,3.263201,0,0,2.233274,1,1.557737,0.000355,1,2,4
19,0,1.85,61.26,1,1,3.0,3.994588,0,0,2.548527,1,1.285976,0.267076,1,2,4
21,0,1.79,58.59,0,1,2.530233,3.24934,0,0,2.387945,1,1.976341,1.672508,1,2,4
18,0,1.79,52.0,1,1,3.0,3.0,0,0,2.0,1,0.854337,1.0,1,0,4
22,1,1.71,51.71,0,1,2.8813,3.087544,0,0,1.24818,1,1.952427,0.427461,2,0,4
18,0,1.7,51.69,1,1,2.824559,3.0,0,0,2.0,1,0.533309,1.099764,1,0,4
19,1,1.53,41.67,1,1,2.762325,1.163666,0,0,1.30491,0,0.25289,1.001405,1,0,4
19,1,1.57,41.93,1,1,2.070964,1.0,0,0,1.676975,0,0.0,1.718513,1,0,4
19,1,1.54,41.54,1,1,2.68601,1.0,0,0,1.310074,0,0.0,1.0647,1,0,4
19,1,1.67,49.8,1,1,2.794197,3.409363,0,0,1.543021,0,2.0,1.0,1,0,4
20,1,1.68,49.11,1,0,2.720701,3.0,0,0,2.0,0,1.862235,1.0,1,0,4
20,1,1.67,49.13,1,0,2.880792,3.281391,0,0,1.960131,0,1.513029,1.0,1,0,4
22,1,1.7,50.17,0,1,2.674431,3.0,0,0,2.453384,1,1.321624,1.990617,2,0,4
20,0,1.76,54.57,0,1,2.0,3.98525,0,0,2.654078,1,2.113151,2.0,1,0,4
23,1,1.7,51.61,0,1,2.55996,3.0,0,0,1.990788,1,0.486006,1.561272,2,0,4
19,1,1.69,49.9,1,1,1.212908,3.207071,0,0,1.029703,0,2.0,1.0,1,0,4
18,1,1.71,50.0,1,1,1.140615,3.471536,0,0,1.0,0,2.0,1.0,1,0,4
19,1,1.67,49.71,1,1,2.562409,3.488342,0,0,1.67062,0,2.0,1.0,1,0,4
27,1,1.66,49.56,0,1,2.004146,3.443456,0,0,2.020764,1,1.078719,1.26729,2,0,4
25,1,1.63,46.06,0,1,2.690754,3.03779,0,0,2.212296,1,1.616882,0.0,2,0,4
23,1,1.66,50.42,0,1,3.0,3.642802,0,0,1.995177,1,0.118271,0.065515,2,0,4
18,0,1.73,51.22,1,1,2.051283,2.645858,0,0,2.35752,0,0.291309,0.897942,1,0,4
17,1,1.74,50.0,1,1,2.19005,3.420618,0,0,1.356405,0,1.351996,0.98468,1,0,4
18,0,1.76,52.09,1,1,2.21498,2.64155,0,0,2.121251,0,0.998391,0.85882,1,0,4
18,0,1.79,51.52,1,1,2.91548,3.0,0,0,1.777486,0,1.077469,1.0,1,0,4
18,0,1.77,51.13,1,1,2.708965,3.0,0,0,1.873004,1,1.21718,1.0,1,0,4
18,0,1.7,52.09,1,1,2.853513,3.0,0,0,2.0,1,0.680464,1.258881,1,0,4
17,0,1.83,58.91,0,1,2.580872,3.887906,0,0,2.0,1,2.0,0.453649,1,2,4
20,0,1.79,58.2,0,1,2.508835,3.435905,0,0,2.076933,1,2.026668,1.443328,1,2,4
19,0,1.78,57.28,0,1,2.0,3.747163,0,0,2.575535,1,2.0,1.84383,1,2,4
19,1,1.61,42.66,0,1,2.896562,2.625475,1,0,2.839558,0,1.949667,1.253311,1,0,4
17,1,1.78,44.76,1,1,2.911877,3.098399,0,0,2.196405,0,2.328147,1.55011,1,0,4
17,1,1.71,45.25,1,1,2.910733,3.12544,0,0,2.204263,0,2.407906,1.403037,1,0,4
18,0,1.85,59.88,0,1,2.966126,3.96981,0,0,2.0,1,2.000088,0.378619,1,2,4
17,0,1.82,59.61,0,1,2.613249,3.712183,0,0,2.0,1,2.002997,0.174848,1,2,4
20,0,1.76,55.51,0,1,2.0,4.0,0,0,2.542415,1,2.0,1.807465,1,2,4
23,1,1.73,54.84,0,1,3.0,3.0,0,0,2.00357,1,1.25955,0.417116,2,0,4
21,0,1.76,55.0,0,1,2.627031,3.832911,0,0,2.993448,1,2.0,1.425903,1,0,4
23,1,1.74,54.88,0,1,3.0,3.0,0,0,2.009796,1,2.0,0.071317,2,0,4
19,1,1.73,49.65,1,1,2.919751,3.576103,0,0,1.949308,0,1.940182,1.0,1,0,4
17,1,1.75,49.93,1,1,2.494451,3.56544,0,0,1.491268,0,1.951027,0.956204,1,0,4
19,1,1.76,49.7,1,1,1.69427,3.266644,0,0,1.095417,0,2.0,1.0,1,0,4
18,1,1.7,50.09,1,1,1.601236,3.433908,0,0,1.055019,0,0.819269,1.030848,1,0,4
20,1,1.7,49.98,1,1,1.204855,3.531038,0,0,1.134658,0,2.0,1.0,1,0,4
18,1,1.72,50.0,1,1,1.052699,3.998618,0,0,1.0,0,2.0,1.0,2,0,4
19,1,1.59,42.54,1,0,2.910345,3.0,1,0,1.0,0,1.461005,0.0,2,0,4
21,1,1.52,42.0,1,1,2.866383,1.226342,0,0,1.0,0,0.14495,0.0,2,0,4
19,1,1.52,42.0,1,1,2.913486,1.060796,0,0,1.596212,0,0.108948,0.773087,2,0,4
17,0,1.84,59.31,0,1,2.432886,3.0,0,0,2.0,1,2.697949,1.0,1,2,4
17,0,1.85,59.62,0,1,2.883745,3.595761,0,0,2.0,1,2.077653,0.714701,1,2,4
18,0,1.85,59.21,0,1,2.707666,3.737914,0,0,2.026547,1,2.009397,0.613971,1,2,4
21,1,1.72,50.0,0,1,2.919584,3.697831,0,0,1.147121,1,0.993058,0.08922,2,0,4
22,1,1.7,50.17,0,1,2.969205,3.21043,0,0,2.765876,1,0.611037,1.300692,2,0,4
22,1,1.72,51.49,0,1,2.486189,3.0,0,0,1.064378,1,2.206055,1.958089,2,0,4
18,1,1.71,50.0,1,1,1.642241,3.45259,0,0,1.099231,0,0.418875,1.0,1,0,4
18,1,1.76,50.28,1,1,1.567101,3.0,0,0,1.994139,0,0.107981,1.0,1,0,4
18,1,1.7,50.0,1,1,1.036414,3.205587,0,0,1.745959,0,0.115974,1.0,1,0,4
19,1,1.57,41.22,1,1,1.649974,1.513835,0,0,1.549974,0,0.227802,1.972926,1,0,4
20,1,1.54,39.1,1,1,1.118436,3.0,0,0,1.997744,0,2.432443,1.626194,1,0,4
20,1,1.53,41.27,1,1,2.673638,2.779379,0,0,1.249074,0,0.043412,0.403694,2,0,4
20,0,1.76,55.37,0,1,2.120185,4.0,0,0,2.582165,1,2.0,1.510609,1,2,4
18,0,1.84,60.0,0,1,3.0,3.732126,0,0,2.0,1,2.000934,0.384662,1,2,4
18,0,1.86,58.67,0,1,2.34222,3.937099,0,0,2.311791,1,2.013377,1.128355,1,2,4
18,0,1.83,59.93,0,1,2.86099,4.0,0,0,2.0,1,2.0,0.007872,1,2,4
17,0,1.82,58.44,0,1,2.559571,3.047959,0,0,2.0,1,2.011646,0.588994,1,2,4
17,0,1.81,59.24,0,1,2.424977,4.0,0,0,2.0,1,2.0,0.03921,1,2,4
18,0,1.71,50.66,1,1,1.786841,3.0,0,0,1.546856,1,0.512094,1.608265,1,0,4
18,0,1.71,51.31,1,1,1.303878,3.0,0,0,1.755497,1,0.062932,1.672532,1,0,4
18,0,1.74,50.95,1,1,1.889883,3.0,0,0,1.959531,1,0.520407,1.151166,1,0,4
19,1,1.57,44.32,1,0,2.984004,3.0,1,0,1.015249,0,1.327833,0.0,2,0,4
19,1,1.58,44.75,1,0,3.0,2.975362,1,0,1.246822,0,0.979701,0.0,2,0,4
20,1,1.6,45.0,1,0,3.0,3.0,1,0,2.487919,0,1.230441,0.0,2,0,4
20,1,1.54,42.0,1,1,3.0,1.0,0,0,1.49681,0,0.0,0.513427,2,0,4
19,1,1.53,42.0,1,1,2.749268,1.394539,0,0,1.322048,0,0.463949,0.800993,2,0,4
19,1,1.53,42.0,1,1,3.0,1.0,0,0,1.764055,0,0.0,0.560887,2,0,4
18,0,1.72,52.29,1,1,1.202075,3.0,0,0,1.927976,1,0.023574,1.747256,1,0,4
18,0,1.72,53.78,1,1,2.0,3.131032,0,0,2.072194,1,1.487987,2.0,1,0,4
18,0,1.74,50.25,1,1,1.871213,3.0,0,0,1.283738,1,0.684879,1.487223,1,0,4
27,0,1.82,86.96,0,1,2.341133,1.578521,0,0,2.0,0,2.0,0.554072,1,2,1
21,0,1.64,70.0,1,1,2.0,1.0,0,0,2.115967,0,0.770536,0.0,0,0,1
25,0,1.81,85.64,0,1,1.450218,3.985442,0,0,2.147746,0,0.046836,1.0,1,2,1
22,0,1.7,75.58,1,1,2.204914,3.623364,0,0,1.815293,1,0.989316,0.0,1,0,1
21,0,1.62,68.87,1,1,1.206276,3.0,0,0,2.406541,0,0.94984,0.479221,0,0,1
19,0,1.86,88.97,1,1,2.0,3.0,0,0,1.015677,1,0.0,0.37465,1,0,1
42,1,1.72,82.92,1,1,2.81646,3.36313,0,0,2.722063,0,3.0,0.26579,1,2,1
21,0,1.86,86.41,1,1,2.0,3.0,0,0,1.345298,1,1.097905,1.0,1,0,1
22,0,1.7,75.0,1,1,2.0,3.0,0,0,1.825629,1,0.699592,0.142056,1,0,1
19,1,1.75,80.0,2,1,2.0,1.73762,0,0,2.207978,1,2.641072,0.707044,1,0,1
24,0,1.7,75.0,1,1,2.0,3.0,0,0,2.0,1,0.345684,1.415536,1,0,1
34,1,1.64,74.8,1,0,3.0,1.146052,0,0,1.074048,1,0.679935,0.0,1,2,1
22,1,1.61,68.13,1,1,1.758394,3.981997,0,0,2.174248,1,0.920476,1.358163,1,0,1
21,0,1.61,68.23,1,1,2.0,1.9154,0,0,3.0,0,1.0,0.0,0,0,1
35,1,1.53,62.9,1,1,2.0,2.105616,0,0,1.456581,0,0.0,0.9974,1,2,1
37,1,1.55,62.34,1,1,2.392665,3.0,0,0,2.951056,1,0.0,0.369134,1,2,1
22,1,1.73,78.18,1,1,2.577427,1.0,0,0,2.0,1,2.287423,0.0,1,0,1
23,0,1.63,70.0,1,1,2.0,1.0,0,0,2.803311,0,0.245354,0.0,0,0,1
21,0,1.62,70.0,1,1,2.0,1.0,0,0,3.0,0,1.0,0.0,0,0,1
21,0,1.62,70.0,1,1,2.0,1.0,0,0,3.0,0,1.0,0.0,0,0,1
31,1,1.63,68.8,1,1,2.052152,3.0,0,0,1.972074,1,0.228307,0.0,1,2,1
21,0,1.75,79.11,1,1,3.0,1.0,0,0,2.0,1,2.57223,0.0,1,2,1
20,0,1.82,85.83,1,1,2.954996,3.714833,0,0,2.430918,1,2.545931,0.469735,1,0,1
20,0,1.81,85.0,1,1,3.0,3.0,0,0,2.229171,1,1.607953,0.628059,1,0,1
21,0,1.71,75.0,1,1,2.0,3.0,0,0,2.843777,1,2.022315,0.009254,1,0,1
21,0,1.61,67.72,1,1,2.0,3.691226,0,0,3.0,1,1.228136,0.3352,0,0,1
23,1,1.72,75.95,1,1,2.0,3.0,0,0,2.0,1,0.0,2.0,2,0,1
20,0,1.83,89.65,1,1,2.555401,3.292386,0,0,3.0,1,2.0,0.315918,1,0,1
22,1,1.6,66.4,1,1,2.108711,3.0,0,0,2.746197,1,1.910432,0.0,1,0,1
21,1,1.75,77.93,1,1,2.915279,1.104642,0,0,1.530046,1,1.360635,0.0,1,0,1
18,0,1.78,80.27,0,1,1.570089,3.0,0,0,2.0,1,2.707882,0.0,1,0,1
21,0,1.71,75.0,1,1,2.0,3.0,0,0,1.636326,1,1.0,0.0,1,0,1
29,1,1.67,71.6,1,1,2.0,3.0,0,0,1.701835,1,1.682271,0.0,1,2,1
26,0,1.76,82.23,1,1,1.94313,3.559841,0,0,2.367996,1,0.23553,0.879977,1,0,1
23,0,1.71,75.0,1,1,2.714447,3.0,0,0,3.0,1,1.096818,1.89388,1,0,1
20,0,1.81,85.08,1,1,2.0,3.0,0,0,2.292073,1,1.067817,0.19668,1,0,1
24,1,1.6,64.81,1,1,2.903545,3.0,0,0,1.549931,0,0.0,0.273882,1,0,1
33,1,1.72,72.75,1,1,2.0,3.0,0,0,1.0,1,0.0,1.339232,1,2,1
23,0,1.71,75.48,1,1,3.0,3.654061,0,0,1.229915,1,0.793489,1.597608,1,0,1
17,1,1.55,54.93,1,1,1.75375,1.296156,1,0,2.0,0,0.110174,1.944675,1,0,1
16,1,1.6,65.0,1,1,2.543563,1.0,1,0,2.0,1,0.694281,1.056911,1,0,1
24,1,1.59,62.34,1,1,2.39728,2.656588,0,0,2.061062,0,1.912981,1.887386,1,0,1
35,1,1.67,73.19,1,0,3.0,2.809716,0,0,1.591425,1,0.178023,0.0,1,2,1
23,0,1.86,88.68,1,1,2.0,2.77684,0,0,1.278231,1,0.55713,1.0,1,2,1
37,1,1.59,63.32,1,1,2.37464,3.0,0,0,2.0,1,2.892922,0.480813,1,2,1
19,0,1.62,69.53,1,1,2.278644,1.0,0,0,2.628985,0,1.0,1.285373,1,0,1
16,1,1.62,67.18,0,1,1.620845,1.0,1,0,2.0,1,0.926592,1.657098,1,0,1
18,1,1.64,70.0,0,1,2.0,1.999014,0,0,2.326165,1,0.00705,0.0,1,0,1
19,1,1.55,60.63,1,1,2.823179,2.644692,1,0,1.226764,0,0.747528,0.008899,1,0,1
17,1,1.6,65.0,1,1,3.0,2.449723,1,0,2.0,1,0.479592,1.720642,1,0,1
30,0,1.82,87.67,0,1,3.0,3.0,0,0,1.174611,0,2.0,0.0,1,2,1
32,1,1.66,73.64,1,1,2.0,3.0,0,0,1.0,1,0.0,1.112489,1,2,1
18,0,1.75,80.0,0,1,2.0,2.794156,0,0,2.377362,1,0.101236,0.105895,1,0,1
19,0,1.86,88.14,1,1,2.061952,4.0,0,0,2.426465,1,2.0,0.160138,1,0,1
19,1,1.76,79.54,2,1,2.0,1.146794,0,0,3.0,1,1.809745,1.690102,1,0,1
18,1,1.64,68.39,0,1,2.0,1.131695,0,0,1.344539,1,0.0,1.59257,1,0,1
18,1,1.74,76.7,2,1,2.838969,3.0,0,0,2.425927,1,1.0,1.453335,1,0,1
20,1,1.51,64.26,1,1,2.568063,3.0,1,0,1.817983,0,0.0,0.0,1,0,1
28,0,1.81,87.29,0,1,3.0,3.0,0,0,1.205633,0,2.0,0.0,1,2,1
27,0,1.8,86.98,0,1,2.652958,2.488189,0,0,2.0,0,2.0,0.096614,1,2,1
21,0,1.63,70.0,1,1,2.0,1.0,0,0,2.00876,0,0.63119,0.0,0,0,1
22,0,1.64,70.0,1,1,2.0,1.0,0,0,2.069184,0,0.729898,0.0,0,0,1
27,0,1.79,83.26,0,1,1.27785,3.999591,0,0,2.495944,0,0.00342,1.0,1,2,1
22,0,1.68,75.0,1,1,2.0,3.0,0,0,1.957871,1,0.994592,0.117303,1,0,1
21,1,1.62,68.65,1,1,1.729824,3.612941,0,0,2.043703,1,0.562118,0.426643,0,0,1
21,1,1.62,68.77,1,1,1.452524,3.950553,0,0,2.109858,1,0.508847,1.194633,0,0,1
20,0,1.82,86.52,1,1,2.0,3.0,0,0,2.177386,1,0.336814,0.004813,1,0,1
19,0,1.81,86.75,1,1,2.0,3.0,0,0,2.168651,1,0.977998,0.142638,1,0,1
42,1,1.77,75.63,1,1,3.0,2.951837,0,0,2.112032,1,0.378683,0.0,1,2,1
22,0,1.87,89.25,1,1,2.0,2.799979,0,0,1.081333,1,0.444347,1.0,1,0,1
21,0,1.86,89.56,1,1,2.0,3.0,0,0,1.005727,1,0.0,0.798219,1,0,1
23,0,1.67,75.0,1,1,2.0,3.0,0,0,2.0,1,0.129163,1.983678,1,0,1
23,0,1.72,75.95,1,1,2.0,3.0,0,0,2.0,1,0.0,2.0,1,0,1
19,0,1.75,79.83,2,1,2.0,2.228113,0,0,2.045004,1,1.293665,0.961806,1,0,1
23,0,1.71,75.31,1,1,2.303367,3.042774,0,0,1.277636,1,0.944982,0.366126,1,0,1
33,1,1.67,74.81,1,1,2.948425,1.198643,0,0,1.0,1,0.0,0.173796,1,2,1
33,1,1.68,74.96,1,1,2.291846,1.555557,0,0,1.0,1,0.0,0.388271,1,2,1
22,1,1.61,67.94,1,1,1.906194,3.987707,0,0,2.597746,1,1.922234,1.376124,1,0,1
22,1,1.61,68.07,1,1,1.834155,3.995957,0,0,2.632871,1,1.236114,1.980875,1,0,1
21,0,1.62,70.0,1,1,2.0,1.0,0,0,3.0,0,1.0,0.0,0,0,1
37,1,1.51,63.18,1,1,2.048582,1.047197,0,0,2.0,1,0.15136,0.22596,1,2,1
40,1,1.56,62.87,1,1,2.948248,3.0,0,0,2.429911,1,0.11964,0.360193,1,2,1
39,1,1.55,63.01,1,1,2.869436,3.0,0,0,2.972426,1,2.16079,0.305954,1,2,1
22,1,1.73,78.55,1,1,2.293705,1.0,0,0,2.0,1,2.063943,0.0,1,0,1
21,1,1.74,78.88,1,1,2.510583,1.0,0,0,2.0,1,2.119682,0.0,1,0,1
21,0,1.62,70.0,1,1,2.0,1.0,0,0,3.0,0,1.0,0.0,0,0,1
21,0,1.62,70.0,1,1,2.0,1.0,0,0,3.0,0,1.0,0.0,0,0,1
21,0,1.62,70.0,1,1,2.0,1.0,0,0,3.0,0,1.0,0.0,0,0,1
21,0,1.62,70.0,1,1,2.0,1.0,0,0,3.0,0,1.0,0.0,0,0,1
21,0,1.62,70.0,1,1,2.0,1.0,0,0,3.0,0,1.0,0.0,0,0,1
29,1,1.64,69.91,1,1,2.366949,3.0,0,0,1.926577,1,1.581242,0.0,1,2,1
31,1,1.69,71.93,1,1,2.615788,3.0,0,0,1.771781,1,0.759422,0.686529,1,2,1
23,0,1.75,79.41,1,1,3.0,1.0,0,0,2.0,1,2.315983,0.0,1,0,1
26,0,1.75,80.0,1,1,2.217267,1.193589,0,0,2.0,1,2.0,0.0,1,0,1
20,0,1.82,85.0,1,1,3.0,3.0,0,0,2.759246,1,1.763277,0.453314,1,0,1
20,0,1.81,85.07,1,1,2.801514,3.0,0,0,2.734782,1,2.207881,0.143675,1,0,1
20,0,1.8,85.0,1,1,2.188722,3.0,0,0,2.721356,1,1.528968,1.0,1,0,1
19,0,1.81,85.26,1,1,2.971351,3.390143,0,0,2.133767,1,2.318492,0.678618,1,0,1
22,0,1.7,75.06,1,1,2.086093,3.546352,0,0,2.081121,1,1.993666,0.673835,1,0,1
22,1,1.6,68.02,1,1,1.901611,3.266501,0,0,2.926995,1,0.985872,0.307982,0,0,1
